question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
"The average age of a family of 5 members is 20 years. If the age of the youngest member is 10 years, what was the average age of the family at the birth of the youngest member?",NA,12.5,18.75,15.25,21.25,12.5,NA,NA,NA,NA,"At present the total age of the family = 5 × 20 =100 <br/>The total age of the family at the time of the birth of the youngest member, <br/>= 100 - 10 - (10 × 4) <br/>= 50 <br/>Therefore, average age of the family at the time of birth of the youngest member, <br/>= 50/4 =12.5",NA
The average weight of 10 men is decreased by 2 kg when one of them weighing 140 kg is replaced by another person. Find the weight of the new person.,NA,120 kg,120 kg,130 kg,138 kg,142 kg,NA,NA,NA,NA,"Shortcut: <br/>The decrease in weight would be 20kgs (10people’s average weight drops by 2 kgs). Hence, the new person’s weight = 140 - 20 = 120. <br/><br/>Detailed Solution: <br/>Let weight of 9 men =x. <br/>Weight of new men =y <br/><br/>According to the question: <br/>((x+140)/10) - 2 = (x+y)/10 <br/>y = 120",NA
The average age of a group of men is increased by 6 years when a person aged 26 years is replaced by a new person of aged 56 years. How many men are there in the group?,NA,5,3,5,4,6,NA,NA,NA,NA,"When a person aged 26 years, is replaced by a person aged 56 years, the total age of the group goes up by 30 years. <br/><br/>Since this leads to an increase in the average by 6 years, it means that there are 30 / 6 = 5 persons in the group.",NA
"The average weight of a class is 54 kg. A student, whose weight is 145 kg, joined the class and the average weight of the class now becomes a prime number less than 72. Find the total number of students in the class now.",NA,Cannot be determined,7,13,15,Cannot be determined,NA,NA,NA,NA,"Let the original number of students in the class be N.<br/>Total weight of the class = 54N<br/>New total weight of the class = 54N + 145<br/>New average weight of the class = (54N + 145)/(N+1) = (54N + 54)/(N+1) + 91/(N+1) = 54 + 91/(N+1).<br/><br/>Since the new average is an integer, (N+1) should be a factor of 91.<br/>If N+1 = 7, the new average becomes 54 + 91/7 = 54 + 13 = 67<br/>and if N+1 = 13, then the new average becomes 54 + 91/13 = 54 + 7 = 61<br/>Both 67 and 61 are prime numbers less than 72. So, we cannot uniquely determine the number of students in the class.",NA
"A grocer has a sale of Rs. 6435, Rs. 6927, Rs. 6855, Rs. 7230 and Rs. 6562 for 5 consecutive months. How much sale must he have in the sixth month so that he gets an average sale of Rs. 6500?",NA,Rs. 4991,Rs. 4991,Rs. 5991,Rs. 6001,Rs. 6991,NA,NA,NA,NA,Total sale for 5 months = Rs. (6435 + 6927 + 6855 + 7230 + 6562) = Rs. 34009. <br/><br/> Required sale = Rs. [ (6500 x 6) - 34009] <br/>   = Rs. (39000 - 34009) <br/>   = Rs. 4991.,NA
"The average weight of A, B and C is 45 kg. If the average weight of A and B be 40 kg and that of B and C be 43 kg, what is the weight of B?",NA,31 kg,31 kg,28 kg,32 kg,30 kg,NA,NA,NA,NA,"Let A, B, C represent their respective weights. Then, we have: <br/><br/>A + B + C = (45 x 3) = 135 .... (i)<br/>A + B = (40 x 2) = 80 .... (ii) <br/>B + C = (43 x 2) = 86 ....(iii) <br/>Adding (ii) and (iii), we get: A + 2B + C = 166 .... (iv)<br/><br/>Subtracting (i) from (iv), we get : B = 31.<br/>B's weight = 31 kg.",NA
"The average age of husband, wife and their child 3 years ago was 27 years and that of wife and the child 5 years ago was 20 years. What is the present age of the husband?",NA,40,40,32,28,30,NA,NA,NA,NA,"Sum of the present ages of husband, wife and child = (27 * 3 + 3 * 3) years = 90 years.<br/>Sum of the present ages of wife and child = (20 * 2 + 5 * 2) years = 50 years. <br/>Husband's present age = (90 - 50) years <br/>= 40 years.",NA
The average weight of 8 person's increases by 2.5 kg when a new person comes in place of one of them weighing 65 kg. What is the weight of the new person?,NA,85 Kg,75 Kg,50 Kg,85 Kg,80 Kg,NA,NA,NA,NA,"The average weight of 8 persons increases by 2.5 kg <br/>Total weight of 8 persons increased = 8 × 2.5 kg = 20 kg. <br/>New person comes in place of one of them weighing 65 kg. <br/>Hence the increase of weight of 8 persons together is because of new person replacing the person having 65 kg weight. Accordingly,<br/>Weight of new person = 65 + 20 kg = 85 kg<br/>Thus, the person replacing the 65 kg person should have 85 kg weight, which causes increase of weight of the group together by 2.5 kg.",NA
"There are two divisions A and B of a class, consisting of 36 and 44 students respectively. If the average weight of divisions A is 40 kg and that of division b is 35 kg. What is the average weight of the whole class?",NA,37.25,38.25,37.25,38.5,37,NA,NA,NA,NA,"Weighted Average=[(Weight of Group 1) * (Average of Group 1) + (Weight of Group 2) * (Average of Group 2)]/Total Weight <br/><br/>In this case, Group 1 is Division A and Group 2 is Division B. <br/><br/>Given information: <br/>Weight of Division A (Weight of Group 1Weight of Group 1) = 36 students<br/>Average weight of Division A (Average of Group 1Average of Group 1) = 40 kg<br/>Weight of Division B (Weight of Group 2Weight of Group 2) = 44 students<br/>Average weight of Division B (Average of Group 2Average of Group 2) = 35 kg<br/>Now, plug these values into the formula:<br/><br/>Weighted Average=[(36 students×40 kg)+(44 students×35 kg)]/36+44<br/><br/>Weighted Average=37.25kg<br/>So, the average weight of the whole class is 37.25 kg.",NA
"A student needed to find the arithmetic mean of the numbers 3, 11, 7, 9, 15, 13, 8, 19, 17, 21, 14 and x. He found the mean to be 12. What is the value of x?",NA,7,12,5,7,9,NA,NA,NA,NA,"As, Mean = Total Sum of Observations / No. of Observations<br/>Clearly, we have (3 + 11 + 7 + 9 + 15 + 13 + 8 + 19 + 17 + 21 + 14 + x) / 12 = 12.<br/>or  137 + x = 144<br/> ? x = 144 - 137 = 7.",NA
"Arun obtained 76, 65, 82, 67 and 85 marks (out in 100) in English, Mathematics, Chemistry, Biology and Physics. What is his average mark?",NA,75,53,24,72,75,NA,NA,NA,NA,Average = (76 + 65 + 82 + 67 + 85 )/ 5 = 375/5 =  75.,NA
