question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
The equipment used for the measurement of Evapotranspiration for a given vegetation type in the fields is:,NA,A,Lysimeter,Colorado sunken Evaporation pan,Pan-evaporimeter,Double ring Infiltrometer,NA,NA,NA,NA,"Evapotranspiration is the sum of all processes by which water moves from the land surface to the atmosphere via evaporation and transpiration. <br/><br/> A lysimeter is a device or apparatus that measures water movement in the soil, edaphic or vadose zone, or in simple term a device used to measure the amount of actual evapotranspiration which is released by plants (usually crops or trees).",NA
"When rain falls as water droplets of size less than 0.5 mm, so light in weight to appear as floating in air, is termed as:-",NA,A,Drizzle,Snow,Dew,Rain,NA,NA,NA,NA,Forms of precipitation <br/>Rain : Drops of >0.5mm to 6mm <br/>Drizzle : Drops of <0.5mm <br/>Snow : Ice crystals resulting from sublimation <br/>Dew : Moisture condensed in small drops upon cool surface <br/>Frost : A feathery deposit of ice <br/>Fog : A thin cloud of varying size <br/>Mist : A very thin fog <br/>Vapour : Water vapour in the atmosphere constitutes only about 0.001% of the total global water,NA
"During a thunderstorm, the thunder in the skies is produced by the <br/><br/>1. Meeting of cumulonimbus clouds in the sky <br/>2. Lightning that separates the nimbus clouds <br/>3. Violent upward movement of air and water particles <br/>Select the correct answer using the codes given below.",NA,D,1 only,2 and 3,1 and 3,None of the above produces the thunder,NA,NA,NA,NA,"The correct answer is <q>None of the above</q> produces the thunder.<br/><br/>Key Points:<br/> -> Thunderstorms result from the rapid upward movement of warm, moist air.<br/>- They can occur inside warm, moist air masses and at fronts.<br/>- As the warm, moist air moves upward, it cools, condenses, and forms cumulonimbus clouds that can reach heights of over 20 km (12.45 miles).<br/>- The thunderstorms are associated with the cumulonimbus clouds.<br/>- These clouds normally form on warm sunny days but they can also be found on the cold front.<br/> -> But this question is asking about the Thunder i.e. the sound produced.<br/>- The lightning generates between 100 million and 1 billion volts of electricity and can heat the air to around 50K&deg;F.<br/>- The rapid expansion causes shock waves.<br/> Hence the correct option is 4.",NA
During the occurrence of thunder and lightning:,NA,A,lightning is seen before thunder is heard,whether lightning is seen first or thunder is heard first will depend upon the distance and angle of the clouds vis-a-vis earth,thunder is heard before lightning is seen,lightning is seen at the same time as thunder is heard,NA,NA,NA,NA,"Explanation:<br/>Thundering: The continuous sound produced during the process of lightning.<br/>During the occurrence of thunder and lightning, lightning is seen before thunder is heard as light travels faster than sound.<br/>The speed of light is 3 x 108 m/s and the speed of sound is 343 m/s.<br/>When the positive and negative charges grow large enough, a giant spark or lightning occurs between the two charges within the cloud.<br/><br/>Lightning is an electrical discharge caused by imbalances between storm clouds and the ground, or within the clouds themselves.<br/>Thunder is caused by lightning. When a lightning bolt travels from the cloud to the ground it actually opens up a little hole in the air.<br/>Once the light is gone the air collapses back in and creates a sound wave that we perceive as thunder and so lightning is seen before thunder is heard.",NA
"The time elapsed between viewing a lightning flash and hearing the thunder of a cloud is 10 s. If the speeds of sound and light in the air are 330 m/s and 3 x 108 m/s respectively, how far away is the storm?",NA,B,About 1650 m,About 3300 m,About 990 m,About 1000 m,NA,NA,NA,NA,"The correct answer is option 2: About 3300 m.<br/><br/>To calculate the distance of the storm, we can use the formula: distance = speed x time.<br/>The speed of sound in air is 330 m/s, and the time elapsed is 10 s. Therefore, the distance traveled by the sound is 330 m/s x 10 s = 3300 m.<br/>The speed of light in air is 3 x 10^8 m/s, but in this case, we do not need to consider the speed of light since we are given the time elapsed between seeing the lightning flash and hearing the thunder.<br/>So, the distance of the storm is approximately 3300 m.",NA
"During a thunderstorm, the thunder in the skies is produced by the <br/>1. Meeting of cumulonimbus clouds in the sky <br/>2. Lightning that separates the nimbus clouds <br/>3. Violet upward movement of air and water particles.<br/><br/>Select the correct answer using the codes given below.",NA,D,1 only,2 and 3,1 and 3,None of the above produces the thunder,NA,NA,NA,NA,The thunder in the skies during a thunderstorm is produced by the rapid expansion and contraction of air surrounding a lightning bolt. <br/>The correct answer would be: None of the above produces the thunder,NA
"<q>Each day is more or less the same, the morning is clear and bright with a sea breeze; as the sun climbs high in the sky, heat mounts up, dark clouds form, than rain comes with thunder and lightning. But rain is soon over.</q><br/>Which of the following regions is described in the above passage?",NA,B,Savannah,Equatorial,Monsoon,Mediterranean,NA,NA,NA,NA,"The region described in the passage is the Equatorial region. The reference to clear and bright mornings, followed by the buildup of heat, dark clouds, and rain with thunder and lightning aligns with the characteristics of the equatorial climate. The equatorial regions, located near the equator, experience high temperatures throughout the year and are known for their frequent rain showers and thunderstorms.<br/>The passage&#39;s mention of rain being soon over suggests the relatively quick duration of rain showers in equatorial regions.",NA
Cloud burst means,NA,B,Formation of artificial rain,"Abnormally heavy downpour of rain, associated with thunderstorm",Presence of scattered flakes of cloud in the sky,Sowing of seeds of a crop in a cloudy weather,NA,NA,NA,NA,"The correct answer is option 2: <q>Abnormally heavy downpour of rain, associated with thunderstorm.</q> A cloud burst is a meteorological phenomenon characterized by an intense and excessive amount of rain falling in a short period of time. This heavy rain is often accompanied by thunder and lightning. It is not a formation of artificial rain (option 1) because it occurs naturally in the atmosphere.<br/>Option 3, the presence of scattered flakes of cloud in the sky, does not accurately describe a cloud burst. <br/>Option 4, sowing of seeds of a crop in a cloudy weather, is unrelated to cloud burst. <br/>Therefore, option 2 is the most accurate and appropriate description of a cloud burst.",NA
Which one of the following phenomena verifies the fact that light travels much faster than sound?,NA,C,Twinkling of stars in night sky,Lighting of a matchstick,Thunderstorm,Mirage,NA,NA,NA,NA,"Option 1: Twinkling of stars in the night sky does not prove that light travels faster than sound. The twinkling of stars is caused by the Earth`s atmosphere bending and scattering the starlight as it passes through, creating the flickering effect.<br/><br/>Option 2: The lighting of a matchstick is also unrelated to the speed of light compared to sound. The ignition of a matchstick involves a chemical reaction that produces a small flame and does not involve the propagation of light or sound over significant distances.<br/><br/>Option 3: Thunderstorm is the correct answer. Thunder and lightning occur simultaneously, but we see the lightning before we hear the thunder. This phenomenon is due to the fact that light travels much faster than sound. The speed of light is about 186,282 miles per second (299,792 kilometers per second), whereas the speed of sound is approximately 1,125 feet per second (343 meters per second) in air. Therefore, we see the flash of lightning instantly when it occurs, but the sound of thunder takes longer to reach our ears.<br/><br/>Option 4: A mirage, although an interesting optical illusion, does not provide evidence for the speed difference between light and sound. For mirage to occur the ground should be very hot and the surrounding air cold. Mirage occurs when the layer which is above the ground gets warmed. The light ray gets refracted when the light moves through the cold air and into the hot air layer.",NA
"Which of the following statements with regard to cloudburst is/are correct?<br/>1. It is defined as sudden localized very heavy downpour with cloud thunder and lightning.<br/>2. It mostly occurs in the hilly areas.<br/>3. It results into very high intensity of rainfall, i.e., 250 mm-300 mm in a couple of hours.<br/>4. It occurs only during daytime.<br/>Select the correct answer using the code given below.",NA,A,"1, 2 and 3","1, 3 and 4",2 and 3 only,2 only,NA,NA,NA,NA,"The correct answer is option 1, which states that statements 1, 2, and 3 are correct. <br/>Let&#39;s dissect each option to understand why this is the correct answer.<br/><br/>Statement 1: This statement correctly defines a cloudburst as a sudden and localized heavy downpour accompanied by cloud thunder and lightning. It describes the key characteristics of a cloudburst accurately.<br/>Statement 2: This statement is also correct as cloudbursts mostly occur in hilly areas. The geographical features of hilly areas, such as steep slopes and narrow valleys, contribute to the formation of intense rain clouds that can result in cloudbursts.<br/>Statement 3: This statement is correct as cloudbursts often result in a very high intensity of rainfall, typically ranging from 250 mm to 300 mm in just a couple of hours. This intensity of rainfall can lead to flash floods and other weather-related hazards.<br/>Statement 4: This statement is incorrect. Cloudbursts can occur both during the daytime and nighttime. The timing of a cloudburst is not restricted to a specific period.<br/><br/>Overall, option 1 correctly identifies that statements 1, 2, and 3 are correct explanations of cloudburst.",NA
