question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
<b>Directions: <q>Regret</q></b> may be expressed by the following interjection:,NA,A,Alas!,Hush!,Bravo!,Hurrah!,NA,NA,NA,NA,"<u><b>Le</b> us <b>explore</b> the <b>given options:</b></u><ul><b>Alas!</b> is used <b>to express regret, grief, pity or concern.</b></ul><ul><b>Hush!</b> is used <b>for making someone be quiet or stop talking.</b></ul><ul>
<b>Bravo!</b> is used <b>to express approval when a performer or other person has done something well.</b></ul><ul>
<b>Hurrah!</b> is used <b>to express joy or approval.</b></ul><br/><b>
Hence,</b> the correct answer is <b>option 1.</b>",NA
<b><q>Surprise</q></b> may be expressed by the following interjection:,NA,C,Hush!,Alas!,Ha!,Bravo!,NA,NA,NA,NA,"<b>Hush!</b> is an exclamation that is used to make (someone) be quiet or stop talking.<br/><b>Alas!</b> is an exclamation that is used to express grief, pity, or concern.<br/><b>Ha!</b> is an exclamation that is used to <b>express surprise, joy, or triumph.<ul>Example</b> - Ha! said Wren. Think I'd trust you? Hah!</ul><br/><b>Bravo!</b> is an exclamation that is used to <b>express approval when a performer or other person has done something well.</b><br/><br/>Thus from the given points, we find that the correct answer is <b>Option 3. </b>",NA
<b>Identify the underlined part of speech in the given sentence:</b><br/><br/><u>Hurrah!</u> We have scored a goal.,NA,C,Adjective,Adverb,Interjection,Conjuction,NA,NA,NA,NA,"<u><b>Let</b> us <b>explore</b> the <b>options:</u><ul>Adjective:</b> A word naming an attribute of a noun.</ul><ul>Adverb: A? word or phrase that modifies or qualifies an adjective, verb, or other adverb or a word group, expressing a relation of place, time, circumstance, manner, cause, degree, etc. </ul><ul><b>Interjection:</b> An interjection is a word that you throw in between sentences or thoughts to express a sudden feeling. Exclamations are used to express greetings or congratulations.</ul><ul><b>Conjunction: </b>The? action or an instance of two or more events or things occurring at the same point in time or space.</ul></br><b><q>Hurrah!</q></b> is used to <b>express joy or approval.</b><br/><b>Hence,</b> we can say that <b><q>Hurrah!</q></b> is an <b><q>interjection</q>.</b>
",NA
"<b>Direction: The following sentence has a word or phrase underlined. Read the sentence carefully and find which part of speech the underlined word belongs to. Indicate your response accordingly.</b><br/><br/><u>Why,</u> is it really Sujata on the phone?",NA,A,Interjection,Adjective,Intensifier,Noun,NA,NA,NA,NA,"Here, in the given above sentence the underlined part <b><q>Why</q></b> is used <b>as an interjection.</b><br/>As per the general rule, an interjection is <b>a word or phrase that expresses something in a sudden or exclamatory way, especially an emotion.<br/>Example:<ul>Congrats,</b> You finally got your master&#39;s degree.</ul><ul><b>Oh dear,</b> I don&#39;t know what to do about this mess.?</ul><br/>Here, in the given above examples, <b><q>Congrats and Oh dear</q></b> can be used as an interjection.<br/>According to the explanation and example that are given above, <b><q>interjection</q></b> is the correct part of speech for the given above sentence.",NA
<q>Approval</q> may be expressed by the following Interjection:,NA,C,Ha- !,Hush !,Bravo !,Hurrah !,NA,NA,NA,NA,"In the given question the interjection <b><q>Bravo!</q></b> is correct.<br/>Interjection means <q>a word or phrase that is used to express surprise, pain, pleasure, etc. (for example Oh!, Hurray! or Wow!)</q>.<br/>Here, <b><q>Bravo!</q></b> is the most appropriate in the given context because it is <b><q>an expression used to show pleasure and admiration when someone, esp. a performer, has done something well</q>.</b><br/>Therefore, as per the points mentioned above, we find that the correct answer is <b>Option 3.</b>",NA
<b>Which one of the following words can be used as an interjection?</b>,NA,D,Unless ,Since,But,Ouch!,NA,NA,NA,NA,"n interjection is a word or phrase that expresses a strong feeling or emotion. It is a short exclamation.<br/>E.g.: Ouch! Wow! Great! Help! Oh! Hey! Hi!<ul><q>Wow! I completed my assignment on time.</q></ul><br/><br/>Therefore, the correct answer is <b>Option 4. </b>",NA
<b>Find out the interjection in the sentence.</b><br/><br/>I&#39;m so hungry! I need to eat something.,NA,B,I&#39;m,I&#39;m so hungry!,I need,to eat,NA,NA,NA,NA,Explanation: The phrase <q>I&#39;m so hungry!</q> is used as an interjection.<br/>Interjection is a word or phrase used in the sentence to express an emotion. It is used to characterize hunger. An exclamation mark is used after the phrase to say that the phrase is a strong feeling.,NA
<b>Find out the interjection in the sentence.</b><br/><br/>Bingo! We got him.,NA,A,Bingo!,We,Got,Him,NA,NA,NA,NA,Explanation: The word <q>Bingo!</q> is used as an interjection. It is used to announce an unexpected thing or an instantaneous result in the sentence. It does not have any grammatical connection with the sentence.,NA
<b>Find out the interjection in the sentence.</b><br/><br/>The ice cream is so cool!,NA,D,The ice cream,is,so,cool,NA,NA,NA,NA,Explanation: The word <q>cool!</q> is used as interjection. It is used to express a strong feeling of coldness in the sentence. Interjections are generally used with an exclamatory mark as interjections are strong emotions or feelings.,NA
<b>Find out the interjection in the sentence.</b><br/><br/>Dang it! Where did I put my hall ticket?,NA,A,Dang it!,Where,did,put,NA,NA,NA,NA,Explanation: The words <q>Dang it!</q> are used as an interjection. It is used to express that someone is annoyed or angry because of something in the sentence. It has no grammatical connection with the sentence.,NA
