question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Ganga is a result of the confluence of rivers -,NA,A,Bhagirathi and Alaknanda at DevPrayag,Bhagirathi and Alaknanda at Karnaprayag,Bhagirathi and Alaknanda at Gangotri,Bhagirathi and Alaknanda at RudraPrayag,NA,NA,NA,NA,Bhagirathi and Alaknanda rivers meet at DevPrayag and downstream flow as the Ganges.,NA
Which one among the following is the correct sequence of the rivers from north to south?,NA,A,Damodar-Brahmani-Mahanadi-Tungabhadra,Damodar-Mahanadi-Brahmani- Tungabhadra,Brahmani-Tungabhadra-Damodar- Mahanadi,Damodar-Brahmani-Tungabhadra- Mahanadi,NA,NA,NA,NA,"Correct sequence of the rivers from north to south: <br/>To determine the correct sequence of the rivers from north to south, we need to analyze the given options and identify the order in which the rivers are arranged. Let's examine each option: <br/>Option A: Damodar-Brahmani-Mahanadi-Tungabhadra <br/>This option suggests that the Damodar river is the northernmost, followed by Brahmani, Mahanadi, and Tungabhadra. <br/><br/>Option B: Damodar-Mahanadi-Brahmani-Tungabhadra <br/>This option suggests that the Damodar river is the northernmost, followed by Mahanadi, Brahmani, and Tungabhadra. <br/><br/>Option C: Brahmani-Tungabhadra-Damodar-Mahanadi <br/>This option suggests that the Brahmani river is the northernmost, followed by Tungabhadra, Damodar, and Mahanadi. <br/><br/>Option D: Damodar-Brahmani-Tungabhadra-Mahanadi <br/>This option suggests that the Damodar river is the northernmost, followed by Brahmani, Tungabhadra, and Mahanadi. <br/><br/>Conclusion:
By comparing the given options and considering the direction from north to south, we can determine that Option A: Damodar-Brahmani-Mahanadi-Tungabhadra is the correct sequence of the rivers.",NA
The reservoir GB Pant Sagar is located on which river?,NA,D,Betwa,Ghaghara,Kosi,Rihand,NA,NA,NA,NA,Govind Ballabh Pant Sagar is on the Rihand River,NA
Which one of the following rivers flows into the Arabian Sea?,NA,D,Indravati,Godavari,Cauvery,Narmada,NA,NA,NA,NA,Narmada flows into the Gulf of Khambhat (Arabian Sea).,NA
"Deltas are common in India for the East-flowing river systems, whereas they are nearly absent on the West coast because West-flowing rivers",NA,B,are few,have lesser water volume and carry less run-off silt,originate in dry areas,originate largely in the Western Ghats and have a short distance to cover to the sea,NA,NA,NA,NA,"Most of the Western flowing rivers travel lesser distance away to Western coast through hard rocks and over a higher gradient, they couldn&#39;t collect large amounts of Slit and flow with very high speed compared to East flowing rivers. <br/><br/>Eastern rivers flow through broken hills and mountain ranges. So, they widened and flowed with lesser velocity before entering the sea. So, they deposit sediments and silt before entering into the sea and can form a Delta.",NA
Which of the following three rivers of the peninsula India have the Amarkantak region as their source?,NA,B,"Narmada, Krishna Godavari","Son, Mahanadi, Narmada","Godavari, Krishna, Cauvery","Chambal. Betwa, Luni",NA,NA,NA,NA,"Son, Mahanadi and Narmada rivers originate from Amarkantak region.",NA
Arrange the following tributaries of river Indus from North to South: <br/><br/>1. Chenab <br/>2. Jhelum <br/>3. Ravi <br/>4. Sutlej <br/><br/>Select the correct answer using the code given below :,NA,D,4-3-1-2,2-3-1-4,1-2-3-4,2-1-3-4,NA,NA,NA,NA,"To arrange the tributaries of the Indus River from North to South, we need to identify their positions and order them accordingly. Let's analyze the given options: <br/>1. Chenab: The Chenab River is located in the north of the other tributaries mentioned. <br/>2. Jhelum: The Jhelum River is located in the south of the Chenab River. <br/>3. Ravi: The Ravi River is located in the south of the Jhelum River. <br/>4. Sutlej: The Sutlej River is located in the south of the Ravi River. <br/>Now, let's arrange the tributaries from North to South: <br/>1. Chenab <br/>2. Jhelum <br/>3. Ravi <br/>4. Sutlej <br/>Therefore, the correct arrangement is option D: 2-1-3-4. <br/>Hence, the correct answer is option D.",NA
Which one of the following pairs of a river and its tributary is not correctly matched?,NA,C,Godavari : Wainganga,Cauvery : Bhavani,Narmada : Amaravati,Krishna : Bhima,NA,NA,NA,NA,Amaravati River is the longest tributary of the Kaveri river.,NA
The Amarkantak Hills is the source of which of the following rivers? <br/><br/>1. Narmada <br/>2. Mahanadi <br/>3. Tapti <br/>4. Son <br/><br/>Select the correct answer using the code given below:,NA,D,1 and 2 only,2 only,"1, 3 and 4 only","1 ,2 and 4 only",NA,NA,NA,NA,"Explanation: <br/><br/>Amarkantak Hills: <br/>- The Amarkantak Hills are a range of mountains in Madhya Pradesh, India. <br/>- These hills are the origin of several important rivers in India. <br/><br/>Rivers originating from Amarkantak Hills: <br/>- Narmada River: The Narmada River originates from the Amarkantak Hills and flows through central India before draining into the Arabian Sea. <br/>- Mahanadi River: The Mahanadi River also originates from the Amarkantak Hills and flows through the states of Chhattisgarh and Odisha before draining into the Bay of Bengal. <br/>- Son River: The Son River, a tributary of the Ganges, also originates from the Amarkantak Hills and flows through the states of Madhya Pradesh, Jharkhand, and Bihar. <br/><br/>Correct Answer: <br/>- Therefore, the correct answer is option D: 1, 2, and 4 only.",NA
Which of the following rivers has the largest catchment area?,NA,C,Narmada,Mahanadi,Godavari,Krishna,NA,NA,NA,NA,"The river Godavari arises from the Nasik district of Maharashtra. It has a length of 1465 km and after it, Krishna, Mahanadi, Narmada and Kaveri are the largest rivers of peninsular India.",NA
Which one of the following waterfalls in India has the most height?,NA,D,Barehi Pani Falls,Jog Falls,Meenmutty Falls,Kunchikal Falls,NA,NA,NA,NA,"The Kunchikal falls is the highest waterfalls in India and also the second highest in Asia. The height of the waterfall is 1,493 ft is located near Agumbe in Shimoga district of Karnataka.",NA
Which of these west-flowing rivers flow between two mountain ranges?,NA,B,Sharavati,Narmada,Mahi,Sabarmati,NA,NA,NA,NA,"It is one of only three major rivers in peninsular India that run from east to west (longest west flowing river), along with the Tapti River and the Mahi River. It is one of the rivers in India that flows in a rift valley, flowing west between the Satpura and Vindhya ranges.",NA
Gandak river is associated with one of the following river systems:,NA,C,Brahmaputra,Indus,Ganga,None of the above,NA,NA,NA,NA,"The Gandak River, river in central Nepal and northern India is a left-bank tributary of the Ganges in India.",NA
Which one of the following is not a tributary of river Alaknanda?,NA,A,Bhilangana,Pinder,Mandakini,Nandakini,NA,NA,NA,NA,"Bhilangana is not a tributary of Alaknanda. Bhilangana River is a Himalayan river in Uttarakhand, India which is a major tributary of the Bhagirathi River.",NA
Which of the following pairs of waterfalls - the river is not properly matched?,NA,D,Hundru-Swarnarekha,Jonha-Rarhu,Dasong-Kanchi,Lodh-Barakar,NA,NA,NA,NA,The Lodh Falls is a waterfall in a mid forest in Latehar district. It is located on the Burha river.,NA
Rajarappa is situated on the confluence of which rivers?,NA,A,Damodar - Behera,Damodar - Sherbukhi,Damodar - Barakar,Damodar - Konar,NA,NA,NA,NA,"Rajrappa is a waterfall and a pilgrimage Centre in Ramgarh, Jharkhand. It is situated on the confluence of Damodar - Behera rivers.",NA
Consider the following tributaries of river Brahmaputra : <br/><br/>1. Lohit <br/>2. Tista <br/>3. Subansiri <br/>4. Sankosh <br/><br/>Arrange the above rivers from west to east:,NA,B,2 - 3 - 4 - 1,2 - 4 - 3 - 1,4 - 2 - 3 - 1,3 - 1 - 2 - 4,NA,NA,NA,NA,"Tista, Sankosh, Subansiri and Lohit are the tributaries of river Brahmaputra",NA
Which one of the following does not belong to Himalayan rivers?,NA,A,Cauvery ,Brahmaputra ,Alaknanda ,Gandak,NA,NA,NA,NA,"Indus, Ganga, Brahmaputra, Satluj, Alaknanda, Gandak, Kosi etc are Himalayan rivers.",NA
