question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Which of the following statements is/are correct?<br/>1. The jet streams are high altitude easterly winds.<br/>2. El Nino is a warm ocean current.<br/>3. El Nino appears along the Peru coast.<br/>Select the correct answer using the code given below.,NA,B,1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",NA,NA,NA,NA,"The correct answer is option 2, indicating that statements 2 and 3 are correct.<br/><br/>Statement 1: The jet streams are high altitude easterly winds - This statement is incorrect. Jet streams are fast flowing, narrow air currents found in the atmosphere at around 9 km above the surface of the Earth. They are predominantly west to east, not easterly winds.<br/><br/>Statement 2: El Nino is a warm ocean current - This is correct. El Nino is a climate pattern where the sea surface temperature in the central and eastern tropical Pacific Ocean is higher than average.<br/><br/>Statement 3: El Nino appears along the Peru coast - This is also correct. El Nino events usually form in the Pacific Ocean, and they can have a big impact on the weather in South America, including the coast of Peru, causing higher than usual rainfall.<br/><br/>Therefore, the statements 2 and 3 are correct, making option 2 the correct answer.",NA
The Gulf Stream is a poleward flowing current in the Atlantic Ocean.<br/>Which one of the following statements with regard to this is not correct?,NA,D,It is similar to the Kuroshio current in the North Pacific Ocean,"It transports warm, tropical water towards polar region.",This current is a major factor in weather along the east coast of the USA.,The warm water of the Gulf Stream sustains the coral reefs of West Pacific Coast.,NA,NA,NA,NA,"The Gulf Stream is a significant poleward flowing current in the Atlantic Ocean. It transports warm, tropical water from the Gulf of Mexico towards the polar region. This current is a major factor in determining the weather patterns along the east coast of the USA.<br/><br/>Option 1 states that the Gulf Stream is similar to the Kuroshio current in the North Pacific Ocean. This statement is correct. Both the Gulf Stream and the Kuroshio current are warm, poleward flowing currents that have similar functions in their respective oceans.<br/><br/>Option 2 correctly identifies that the Gulf Stream transports warm, tropical water towards the polar region. This statement is correct and in line with the characteristics of the Gulf Stream.<br/><br/>Option 3 accurately states that the Gulf Stream is a major factor in the weather along the east coast of the USA. This is because the warm water from the Gulf Stream influences the temperature and moisture levels in the surrounding atmosphere.<br/><br/>Option 4, however, is incorrect. The warm water of the Gulf Stream does not sustain the coral reefs of the West Pacific Coast. Coral reefs are found primarily in tropical and subtropical regions, mainly in the Indo-Pacific Ocean. The warm waters of the Gulf Stream do not reach the Pacific coast.",NA
During the Indian monsoon season,NA,B,the westerly jet stream alone exists in the Indian region,the easterly jet stream alone exists in the Indian region,both westerly and easterly jet streams exist in the Indian region,both westerly and easterly jet streams disappear,NA,NA,NA,NA,"During the Indian monsoon season, the correct answer is option 2 - the easterly jet stream alone exists in the Indian region.<br/>Jet streams are narrow, fast-moving air currents in the upper atmosphere. In the Indian region, there are two main jet streams known as the westerly and easterly jet streams.<br/>The westerly jet stream exists during the winter months, bringing cold air from the western regions towards the Indian subcontinent. However, during the monsoon season, the westerly jet stream weakens and moves towards the north, causing it to no longer exist in the Indian region.<br/>On the other hand, the easterly jet stream becomes dominant during the monsoon season. It brings warm and moist air from the Bay of Bengal and Arabian Sea towards the Indian subcontinent, resulting in heavy rainfall and the monsoon season.<br/>Therefore, option 2 is correct as only the easterly jet stream exists in the Indian region during the monsoon season.",NA
Which one among the following is the idealized global pattern of surface wind from the Equator to Pole ?,NA,C,Doldrum - Westerlies - Trade Wind - Easterlies,Easterlies - Westerlies - Trade Wind - Doldrum,Doldrum - Trade Wind - Westerlies - Easterlies,Westerlies - Trade Wind - Doldrum - Easterlies,NA,NA,NA,NA,"The Doldrums are the equatorial region of calm winds, followed by the Trade Winds. Trade Winds blow towards the equator from the subtropical regions in both hemispheres. Then comes the Westerlies, which blow from the west in the mid-latitudes. Finally, Easterlies blow from the Polar Regions towards lower latitudes.",NA
Consider the following surface winds :<br/>1. Doldrums <br/>2. Trade winds <br/>3. Westerlies <br/>4. Polar winds <br/><br/>Which one among the following is the idealized global pattern of these winds from the Equator to the Pole?,NA,A,1 2 3 4,1 3 2 4,2 1 4 3,3 1 2 4,NA,NA,NA,NA,"The idealized global pattern of surface winds from the Equator to the Pole can be represented by the sequence 1-2-3-4. <br/><br/>Let us dissect each option to understand why option A is the correct answer:<br/>Option A: 1-2-3-4<br/>- Doldrums (Option 1 starts with Doldrums) refers to the region near the Equator with calm and light variable winds.<br/>- Trade winds (Option 2 is followed by Trade winds) are the consistent, easterly winds found in the tropical zones.<br/>- Westerlies (Option 3 is followed by Westerlies) are the prevailing winds found in the mid-latitudes.<br/>- Polar winds (Option 4 ends with Polar winds) are the cold, northwesterly winds found near the poles.",NA
The permanent wind that blows from the horse latitude to the equatorial region is known as,NA,B,westerly,trade wind,doldrum,easterly,NA,NA,NA,NA,"The permanent wind that blows from the horse latitude to the equatorial region is known as the trade wind.<br/>Option 1: Westerly winds are winds that blow from west to east, so this option is not correct in this context.<br/>Option 2: The trade winds are consistent winds that blow from the horse latitudes towards the equator. They are called trade winds because they were historically used by trade ships to navigate various routes. This option is correct.<br/>Option 3: The doldrums are a region near the equator where the trade winds from the northern and southern hemispheres converge. The doldrums are characterized by light and variable winds, so this option is not correct in this context.<br/>Option 4: Easterly winds are winds that blow from east to west, so this option is not correct in this context.<br/>Therefore, the correct answer is option 2, trade wind.",NA
Consider the following statements: <br/>1. The winds which blow between 30 degrees N and 60 degrees S latitudes throughout the year are known as westerlies.<br/>2. The moist air masses that cause winter rains in North-Western region of India are part of westerlies.<br/>Which of the statements given above is/are correct?,NA,B,1 only,2 only,Both 1 and 2,Neither 1 nor 2,NA,NA,NA,NA,"The correct answer is <b>2 only.</b><br/><br/>Statement 1 is incorrect. The winds that blow between 30 degrees N and 60 degrees S latitudes throughout the year are actually known as the trade winds, not the westerlies. The trade winds blow from the northeast in the Northern Hemisphere and from the southeast in the Southern Hemisphere.<br/><br/>Statement 2 is correct. The moist air masses that cause winter rains in the northwestern region of India are indeed part of the westerlies. During winter, the westerly winds bring in moisture from the Mediterranean Sea, resulting in winter rainfall in parts of northwestern India.<br/><br/>Therefore, the correct answer is <b>2 only</b>. Statement 2 is correct.",NA
The winter rains in north-western India are caused by the,NA,A,Westerly depressions,Retreating monsoon,Trade winds,South westerly monsoon,NA,NA,NA,NA,"The correct answer is option 1 - Westerly depressions.<br/><br/>To understand why this answer is correct, let us examine the other options.<br/>Option 2 - Retreating monsoon: The retreating monsoon is associated with the withdrawal of moist air masses from northern India to the Bay of Bengal. While the retreating monsoon does bring some rainfall, it is not the main cause of the winter rains in north-western India.<br/>Option 3 - Trade winds: Trade winds are generally prevalent in the tropical regions and are not directly associated with the winter rains in north-western India. They do not play a significant role in causing rainfall during this season.<br/>Option 4 - South-westerly monsoon: The south-westerly monsoon is responsible for the rainfall during the summer months in India, but it is not the primary cause of the winter rains in north-western India.<br/><br/>The correct answer, option 1 - Westerly depressions, refers to the low-pressure systems that originate in the Mediterranean region and move eastward, bringing moist air and precipitation to north-western India during the winter months. These depressions interact with the cool and dry air masses coming from the north, resulting in the winter rains in this region.",NA
Which one of the following causes rainfall in the north-western parts of India during Winter Season?,NA,C,Cyclonic Depression,Retreating monsoon,Western distrubances,South wester monsoon,NA,NA,NA,NA,"The correct answer is option 3: Western disturbances. Western disturbances are a type of extratropical storm system that originate in the Mediterranean Sea and travel towards the Indian subcontinent. These disturbances bring winter rainfall to the north-western parts of India.<br/><br/>Option 1: Cyclonic depression can cause rainfall in different parts of India, but it is not the specific cause for rainfall in the north-western parts during winter.<br/><br/>Option 2: Retreating monsoon refers to the withdrawal of the monsoon rains from the Indian subcontinent, which occurs in the months of September and October. It does not directly cause rainfall in the north-western parts during winter.<br/><br/>Option 4: The South West monsoon is the primary rainy season in India, which occurs from June to September. It does not cause rainfall in the north-western parts during winter.<br/><br/>Therefore, the correct answer is option 3: Western disturbances, as they are the main cause of winter rainfall in the north-western parts of India.",NA
The planetary winds that blow from the subtropical high- pressure belts to the Equator are known as,NA,D,westerlies,doldrums,polar winds,trade winds,NA,NA,NA,NA,"The correct answer is option 4 - trade winds. Trade winds are the planetary winds that blow from the subtropical high-pressure belts towards the Equator. These winds are named as trade winds because they were historically used by sailors for trade routes across the oceans.<br/><br/>Option 1 - westerlies: The westerlies are the planetary winds that blow from the subtropical high-pressure belts towards the mid-latitudes. They are called westerlies because they generally blow from west to east.<br/><br/>Option 2 - doldrums: The doldrums are a region near the Equator where the trade winds from the northern and southern hemispheres converge. They are characterized by low pressure and calm winds, making it difficult for sailing ships to navigate through this area.<br/><br/>Option 3 - polar winds: The polar winds, also known as polar easterlies, are the planetary winds that blow from the polar high-pressure belts towards the mid-latitudes. They are called easterlies because they generally blow from east to west.<br/><br/>Overall, the trade winds are the winds that blow from the subtropical high-pressure belts towards the Equator, making them the correct answer in this case.",NA
Doldrums is a,NA,D,Tropical wind belts,Tropical wind deflection belt,Sub-tropical wind belt,Tropical no wind belt,NA,NA,NA,NA,"The correct answer is option 4: Tropical no-wind belt. The doldrums refer to a region near the equator characterized by calm and light winds. In this area, the trade winds from the northern and southern hemispheres converge, causing a region of low pressure where the air is rising. As the air rises, it cools and condenses, leading to frequent cloud cover and precipitation. The lack of strong winds in this region makes it difficult for sailing ships to navigate, leading to the term <q>doldrums</q> being used to describe a state of boredom or inactivity. It is important to note that while there may still be some light winds in the doldrums, they are generally not strong or consistent enough to be relied upon for sailing purposes. Therefore, option 4 accurately describes the doldrums as a tropical no-wind belt.",NA
