question_text,question_image,correct_answer,option_1_text,option_2_text,option_3_text,option_4_text,option_1_image,option_2_image,option_3_image,option_4_image,answer_explanation_text,answer_explanation_image
Two athletes cover the same distance at the rate of 10 and 15 kmph respectively. Find the distance travelled when one takes 15 minutes longer than the other.,NA,7.5 km,8.5 km,750 km,7.5 km,15 km,NA,NA,NA,NA,"The distance travelled is 7.5 km. <br/>Let the time taken by the athlete travelling at 10 kmph be t hours. <br/>The time taken by the athlete travelling at 15 kmph is t+15/60 hours.<br/>The distance travelled by both athletes is the same.<br/>Therefore, 10t = 15(t+15/60) <br/>Solving for t, we get t = 3/4 hours. <br/>The distance travelled by both athletes is 10t = 10 * 3/4 = 7.5 km",NA
"If Sita walks at 5 kmph, she misses her train by 10 minutes. If she walks at 7 kmph, she reaches the station 10 minutes early. How much distance does she walk to the station?",NA,5.8 km,5.8 km,35.6 km,10.6 km,92 km,NA,NA,NA,NA,"The distance to the station can be calculated as follows:<br/><br/>Let's denote the distance to the station as ""d"" (in km), and the time difference between the two cases as ""t"" (in minutes). <br/>In the first case, Sita walks at 5 km/h and misses the train by 10 minutes. So the time it would take her to get to the train on time is: d/5 (in hours) + 10/60 (in hours) = d/5 + 1/6 (in hours). <br/><br/>In the second case, Sita walks at 7 km/h and arrives 10 minutes early. So the time it takes her to get to the train is: d/7 - 10/60 = d/7 - 1/6 (in hours). <br/><br/>Since these two times should be the same, we can equate them:<br/>d/5 + 1/6 = d/7 - 1/6<br/>Solving this equation for ""d"" gives:<br/>d = 35/6 km = 5.8 km <br/>So the correct answer is 5.8 km.",NA
"A friend is spotted by Lalloo at a distance of 200 m. When Lalloo starts to approach him, the friend also starts moving in the same direction as Lalloo. If the speed of his friend is 15 kmph, and that of Lalloo is 20 kmph, then how far will the friend have to walk before Lalloo meets him?",NA,600 m,600 m,0.6 m,6 km,900 m,NA,NA,NA,NA,"Lalloo is unfortunate that the friend is moving away from him. <br/>(Because the friend moves in same direction as Lalloo).<br/>relative speed= 20- 15= 5,kmph. distance= 200 m.<br/>Thus, Lalloo will meet his friend when he gains 200 m over him.<br/>=> time required = distance / speed = 0.2/5 = 1/25 hrs.<br/>=> Distance travelled by the friend in 1/25 hrs. (when Lalloo catches up him) <br/>=> Time x Speed = 1/25 x 15 = 3/5 km = 600 m",NA
"A person travelled 120 km by steamer, 450 km by train and 60 km by horse. It took him 13 hours 30 minutes. If the speed of the train is 3 times that of the horse and 1.5 times that of the steamer, then what is the speed (in km/h) of the steamer?",NA,40 kmph,20 kmph,40 kmph,10 kmph,50 kmph,NA,NA,NA,NA,"A person travelled 120 km by steamer, 450 km by train and 60 km by horse <br/><br/>Formula used: Time = Distance/Speed <br/>Calculation:<br/>Let speed of horse be x km/hr <br/>Speed of train = 3x km/hr <br/>Speed of train = 1.5 × speed of steamer  => 3x = 1.5 × speed of steamer <br/>Speed of steamer = 2x<br/><br/>According to the question: (120/2x) + (450/3x) + (60/x) = [13 + (30/60)] => (60/x) + (150/x) + (60/x) = (27/2) => (270/x) = 27/2 <br/>Upon solving, we get <br/> => x = 20 <br/><br/>Now, Speed of steamer = 2x = 20 × 2 = 40 km/hr <br/>? The speed of steamer is 40km/hr.",NA
A train traveling at 100 kmph overtakes a motorbike traveling at 64 kmph in 40 seconds. What is the length of the train in meters?,NA,400 m,1777 m,1822 m,400 m,1400 m,NA,NA,NA,NA,"When a train overtakes another object such as a motorbike, whose length is negligible compared to the length of the train, then the distance traveled by the train while overtaking the motorbike is the same as the length of the train. <br/><br/>The length of the train = distance traveled by the train while overtaking the motorbike <br/>= relative speed between the train and the motorbike * time taken <br/>In this case, as both the objects i.e., the train and the motorbike are moving in the same direction, the relative speed between them = difference between their respective speeds = 100 - 64 = 36 kmph. <br/>Distance traveled by the train while overtaking the motorbike = 36 kmph * 40 seconds. <br/>The final answer is given in meters and the speed is given in kmph and the time in seconds. <br/><br/>So let us convert the given speed from kmph to m/sec. <br/>1 kmph = 5/18 m/sec <br/>Therefore, 36 kmph = 36 * 5 /18 = 10 m/sec. <br/>Relative speed = 10 m/sec. Time taken = 40 seconds. <br/><br/>Therefore, distance traveled = 10 * 40 = 400 meters.",NA
"Find the time taken by two trains, one 180 m long and the other 270 m long, to cross each other, if they are running at speeds of 46 kmph and 54 kmph respectively. Consider both possible cases of motion.",NA,"202.5, 16.2 sec","202.5, 16.2 sec","160, 100 sec","108.45, 15.6 sec","204.5, 14.8 sec",NA,NA,NA,NA,Case I: Motion in same direction <br/>=>Relative speed = 54 — 46 = 8 km/hr. <br/>Distance to be covered = 180 + 270 = 450 m. <br/>=>Time = 0.450/8 = 0.056 hrs = 202.5 sec.<br/><br/>Case II: Motion in opposite direction. <br/>=> Relative Speed = 54 + 46=100 km/hr. <br/>Distance to be covered = 180 + 270= 450 m. <br/>=>Time = 0.450/100 = 0.00045 hrs = 16.2 sec.,NA
"Two men A and B walk from P to Q, a distance of 21 km, at 3 and 4 km an hour respectively. B reaches Q, returns immediately and meets A at R. The distance from P to R is",NA,18 km,12 km,18 km,10 km,24 km,NA,NA,NA,NA,"When B meets A at R, B has walked the distance PQ + QR and A the distance PR. <br/><br/>That is, both of them have together walked twice the distance from P to Q, i.e. 42 km. <br/><br/>Now, the speed of A and B are in the ratio 3 : 4, and they have walked 42 km. <br/><br/>Hence, the distance PR travelled by A = 3/7 of 42 km = 18 km.",NA
"A ship 156 km from the shore springs a leak which admits 2.5 metric tons of water In 61/2 minutes. A quantity of 68 metric tons would suffice to sink it, but the pumps can throw out 15 metric tons in an hour. The average rate of sailing so that it just reaches the shore as it begins to sink should be",NA,18,18,60,15,10,NA,NA,NA,NA,"In one minute, amount flowing in = 15/39 MT (MT stands for metric tons) <br/>In one minute, amount thrown out = 15/60 = 1/4 MT <br/>Effective rate of filling in one hour = (15/39 - 1/4) MT = 21/56 MT/Min <br/>Time till it just begins to sink = 68 / (21/156) <br/>Speed required = (156/505) = 0.3 km/min = 0.3 x 60 km/hr = 18 km/hr.",NA
A Man travelled a distance of 61 km in 9 hours. He travelled partly on foot at 4 km/hr and partly on bicycle at 9 km/hr. What is the distance travelled on foot?,NA,16 km,12 km,14 km,16 km,18 km,NA,NA,NA,NA,"Let the time in which he travelled on foot = x hour <br/>Time for travelling on bicycle = (9 - x) hr <br/>Distance = Speed * Time, and Total distance = 61 km <br/>So, <br/>4x + 9(9-x) = 61 <br/>=> 5x = 20 <br/>=> x = 4 <br/><br/>So distance traveled on foot = 4(4) = 16 km",NA
"Walking 6/7th of his usual speed, a man is 12 minutes too late. What is the usual time taken by him to cover that distance?",NA,1 hr 12 min,1 hr 42 min,1 hr,2 hr,1 hr 12 min,NA,NA,NA,NA,Let the distance be x <br/>Let the original speed be y <br/>Time originally taken = distance / speed <br/>That means = x/y <br/>Now the new speed is (6/7)y <br/>And new time is distance /new speed <br/>x/(6/7)y that can be written as 7x/6y <br/>Now new time - original time = 12 min <br/>7x/6y-x/y=12 <br/><br/>After subtracting we get <br/>x/y = 12×6 <br/>x/y = 72min,NA
"A man goes to his office from his house at a speed of 3 km/hr and returns at a speed of 2 km/hr. If he takes 5 hours in going and coming, what is the distance between his house and office?",NA,6km,3km,4km,5km,6km,NA,NA,NA,NA,"If the distance between house and office is d km <br/>Then time taken to go from home to office = d/3 hr (Time = Distance/Speed) <br/>and Time taken to come back from office to home= d/2 hr <br/>So total time taken = (d/3 +d/2) hour <br/>But according to question, time taken = 5 hour <br/>So, we have <br/>d/3+d/2=5 <br/>or (2d+3d)/6= 5 <br/>or 5d/6=5 <br/>or, d=5 x6/5= 6km <br/>So, distance between home and office = 6km.",NA
A man rides his bicycle 10 km at an average speed of 12 km/hr and again travels 12 km at an average speed of 10 km/hr. What is his average speed for the entire trip approximately?,NA,10.8 kmph,11.2 kmph,10 kmph,10.2 kmph,10.8 kmph,NA,NA,NA,NA,Total Distance = 10 +12 = 22 km <br/>Total time = 10/12 + 12/10 = 5/6 + 6/5 = 25/30 + 36/30 = 61/30 hours <br/>Average speed = 22 /(61/30) = 660/61 = 10.8 km/ hour.,NA
"If a person walks at 14 km/hr instead of 10 km/hr, he would have walked 20 km more. What is the actual distance travelled by him?",NA,50 km,80 km,70 km,60 km,50 km,NA,NA,NA,NA,Distance he could travelled/speed diff. <br/>= 20/(14-10) <br/>= 20/4 <br/>= 5 hrs <br/>Now his actual speed was 10 km/h <br/>Total distance travelled by him = speed × time <br/>= 10 × 5 <br/>= 50 km.,NA
"A train of 300 m is travelling with the speed of 45 km/h when it passes point A completely. At the same time, a motorbike starts from point A with the speed of 70 km/h. When it exactly reaches the middle point of the train, the train increases its speed to 60 km/h and motorbike reduces its speed to 65 km/h. How much distance will the motorbike travel while passing the train completely?",NA,2.37 km,2.52 km,2.37 km,2 km,None of these,NA,NA,NA,NA,"Speed of train while passing point <br/>A = 70 x (5/18) m/s = VI <br/>Speed of bike initially = 70 x (5/18) m/s = V2 <br/>Time taken by the bike to reach at the mid-point of the train = 150 /(V 2 - V I) <br/><br/>Again, find out the new speeds of train and bike, and calculate the time taken by the bike to cover the rest 150 m distance relative to the train.",NA
"Two riders on the horseback with a gun and a bullet proof shield were moving towards each other at a constant speed of 20 km/h and 5 km/h respectively. When they were 100 km apart, they started firing bullets at each other at the speed of 10 km/h. When a bullet of rider 1 hits the shield of rider 2, rider 2 fires a bullet and the process continues vice versa. Neglecting the time lag at the instant when the bullet hits the shield and the rider fires the shot, find the total distance covered by all the bullets shot by both the riders.",NA,40 km,50 km,40 km,25 km,None of these,NA,NA,NA,NA,"This question has actually got nothing to do with bullets initially. We can see that it takes them 4 hours to reach each other. And this is the same time for which bullets will cover some distance. <br/>So, the total distance covered by the bullet = 4 x 10 = 40 km.",NA
"A train approaches a tunnel PQ which is 16 m long. Two rabbits A and B are standing at points which are 12 m and 8 m inside the tunnel with respect to the entrance P. When the train is x m away from P, A starts running towards P and B towards Q. Difference between the ratios of the speed of A to that of the train and the ratio of the speed of B to that of train is 1/8. How much can the distance x be, if both of them get caught at the ends of the tunnel?",NA,48 m,30 m,16 m,48 m,None of these,NA,NA,NA,NA,Correct Answer: C. <br/>Explanation: <br/>As D = S x T <br/>D is directly proportional to S. <br/>SA/ST = 12/x............(1) <br/>SB/ST = 8/(x+16)........(2) <br/><br/>Subtract (1) from (2) <br/><br/>12/x - 8/(x+16) = 1/8 <br/>x = 48 m.,NA
"Refer to the data below and answer the questions that follow. <br/>There is a race between Sagar and Sapna. Both of them Delhi. Sagar started on a bike with a speed of 40 km/h and Sapna has started in a car with a speed of 60 km/h from Mumbai to Delhi. After 31/2 h of the journey there was a snag in the car She tried to repair the car but in vain After half an hour she got a lift for another 500 km in a truck, which was travelling with a speed of 45 km/h. From there Delhi was at a distance of 200 km on road, instead, Sapna took a shorter route which was only 100 km away from Delhi She started running at the speed of 30 km/h on the shorter route to reach Delhi. <br/><br/>Q. If there was no snag in the car, by how much distance Sapna would have defeated Sagar?",NA,303 km,252 km,264 km,303 km,321 km,NA,NA,NA,NA,"Total distance from Mumbai to Delhi = 910 km <br/>Time taken by Sapna to cover this distance, had there been no snag = 910/60 <br/><br/>Since their speeds are in the ratio 3:2, Manoj would have covered [910 - (910 x 40)/60] km less than Sapna.",NA
"A train’s journey is disrupted due to an accident on its track after it has travelled 30 km. Its speed then comes down to 4/5th of its original and consequently it runs 45 min late. Had the accident taken place 18 km farther away, it would have been 36 min late. Find the original speed of the train.",NA,30 km/h,25 km/h,36 km/h,30 km/h,20 km/h,NA,NA,NA,NA,"Let the original speed be X km/h <br/>According to the question, 18/(4/5x) - 18/x = 9/60 hr <br/>x = 30 km/h",NA
"There are two swimmers A and B who start swimming towards each other from opposite banks of the lake. They meet at a point 900 ft from one shore for the first time. They cross each other, touch the opposite bank and return. They meet each other again at 300 ft from the other shore. What is the width of the lake?",NA,2400 ft,2400 ft,1800 ft,2700 ft,3600 ft,NA,NA,NA,NA,"Let us assume that the width of the lake = x. So, when one of the runners A covers 900 m, the other one B is covering (x - 900) m. To meet next time, A will be covering (x - 900 + 300) m whereas B will be covering (900 + X-300) m. <br/>Now, 900/(x - 900) = (x - 900 + 300)/(x + 900 - 300) <br/>Now use options to find the answer.",NA
"Ramesh and Somesh are competing in a 100 m race. Initially, Ramesh runs at twice the speed of Somesh for the first fifty m. After the 50 m mark, Ramesh runs at l/4th his initial speed while Somesh continues to run at his original speed. If Somesh catches up with Ramesh at a distance of ‘N ’ m from the finish line, then N is equal to",NA,None of these,35,10,45,None of these,NA,NA,NA,NA,"This question gives us the freedom to assume any value of speeds of Ramesh and Somesh. <br/>Let us assume the initial speed of Somesh = 20 m/s, then the initial speed of Ramesh = 40 m/s. <br/>Till 50 m they are running with this speed only. Time taken by Ramesh in covering 50 m = 1.25 sec. In the same time Somesh is covering 25 m. <br/><br/>After this stage, speed of Somesh is 20 m/s, whereas speed of Ramesh = 10 m/s. <br/>Now relative speed = 10 m/s and distance = 25 m. At 75 m from the starting, both of them will be meeting.",NA
"The ratio between the speeds of two trains is 7:8. If the second train runs 400 kms in 4 hours, then the speed of the first train is?",NA,87.5 km/hr,100km/hr,75.8km/hr,87.5 km/hr,75km/hr,NA,NA,NA,NA,Speed of second train = 400km in 4 hr <br/> = 100km/hr <br/>Ratio of speeds is 7:8 <br/>7:8 = v:100 <br/>v = 87.5 km/hr,NA
"Two persons Prabhat and Vinay are walking around a circular park of the length 960 m. Prabhat walks at the rate of 80 m/min while Vinay walks at the rate of 60 m/min. If both of them start from the same starting point at the same time in the same direction, when will they be together?",NA,48 min,24 min,48 min,96 min,120 min,NA,NA,NA,NA,Relative speed of Vinay and Prabhat will be 20 m/minute to cover the track of 960 m. It will take 48 minutes.,NA
Two cyclists start from the same place to ride in the same direction. Aflatoon starts at noon with a speed of 8 km/h and Bablajoon starts at 2 pm with a speed of 10 km/h. At what times Aflatoon and Bablajoon will be 5 km apart?,NA,7.30 pm same day and 12.30 am on the next day,7.30 pm same day and 1.30 am on the next day,7.30 pm same day and 12.30 am on the next day,8.30 pm same day and 1.30 am on the next day,8.30 pm same day and 12.30 am on the next day,NA,NA,NA,NA,"At 2 O’ clock Aflatoon has already covered 16 km @ 8 km/h, Bablajoon starts running in the same direction @ 10 km/h. The relative speed is 2 km/h. <br/><br/>Therefore, to be 5km apart Bablajoon has to cover 11 km. <br/>Relative speed=2km/hr, therefore for 11km it will take 5hr 30 min more. <br/>Therefore they will meet at 7:30 the same day. And similarly 12.30 a.m. on the next day.",NA
Read the passage given below and solve the questions based on it There are 8 days in a week from Sunday io Saturday and another day called Fund ay on planet North. There are 36 h in a day and each hour has 90 min while each minute has 60 s. <br/><br/>Q. Find the approximate angle between the hands of a clock on North when the time is 16.50 am?,NA,131,189,131,320,165,NA,NA,NA,NA,"Since there are 3 6 hours in a day, 18 hours dial will be there in the clock. <br/>At 16:50, the hour hand will be in between 10 and 11 of the actual clock and the minute hand will be in between 6 and 7 of the actual clock. Now we can eliminate the options.",NA
"Read the passage below and solve the questions based on it. <br/><br/>A number of runners, numbered 1, 2, 3, 4, N and so on, start simultaneously at the same point on a circular track and keep on running continuously in the same direction, around the track. They run in such a way that the speed of the runner numbered N (N>1) is N times that of the runner numbered 1. <br/><br/>Q. If there are exactly six runners, then at how many distinct points on the track is the runner numbered 1 overtaken by any of the other five runners?",NA,10,15,11,9,10,NA,NA,NA,NA,"Assume that the track length is 1000 m. <br/>Now, runner 1 and runner 2 will meet at one point, i.e., the starting point. <br/>Runner 1 and runner 3 will meet at two points, at 500 m and at the starting point. <br/>Runner 1 and runner 4 will meet at three points, at 333.33 m, at 666.66 m and at the starting point. <br/>Runner 1 and runner 5 will meet at four points, at 250 m, 500 m, 750 m and at starting point. <br/>Runner 1 and runner 6 will meet at five points, at 200 m, at 400 m, at 600 m, at 800 m and at the starting point. <br/>These are 10 distinct points.",NA
"Read the passage given below and solve the questions based on it. <br/>Amit intended to travel a certain distance at a certain uniform speed. But after one hour, he increased his speed by 25%. As a result in the remaining part of the lime that he originally planned for the journey, he could now cover as much distance as he initially thought he would be able to cover. <br/><br/>Q. What is the total time taken for the journey?",NA,5 hrs,4 hrs,5 hrs,6 hrs,None of these,NA,NA,NA,NA,"If Amit would have increased his speed by 25% in the beginning, he would have saved one hour in covering the actual planned distance. So, 1/5 T = 1 hr. (Where T is the actual planned time). Hence, T = 5 hours.",NA
"A merchant can buy goods at the rate of Rs. 20 per good. The particular good is part of an overall collection and the value is linked to the number of items that are already on the market. So, the merchant sells the first good for Rs. 2, second one for Rs. 4, third for Rs. 6…and so on. If he wants to make an overall profit of at least 40%, what is the minimum number of goods he should sell?",NA,27,9,16,27,36,NA,NA,NA,NA,"Let us assume he buys n goods. <br/>Total CP = 20n <br/>Total SP = 2 + 4 + 6 + 8 ….n terms <br/>Total SP should be at least 40% more than total CP <br/>2 + 4 + 6 + 8 ….n terms ? 1.4 * 20 n <br/>2 (1 + 2 + 3 + ….n terms) ?28n <br/>n(n + 1) ? 28n <br/>n2 + n ? 28n <br/>n2 - 27n ? 0 <br/>n ? 27 <br/><br/>The question is ""If he wants to make an overall profit of at least 40%, what is the minimum number of goods he should sell?"" <br/>He should sell a minimum of 27 goods. <br/>Hence, the answer is 27. <br/>Choice C is the correct answer.",NA
"Distance between Lucknow and Patna is 300 km. Mayank leaves at a speed of x km/h from Lucknow towards Patna. After three hours Sharat leaves at the speed of (x + 10) km/h from Lucknow towards Patna. If x and the number of hours taken to meet after Sharat starts are integers, how much distance can Mayank cover before they meet?",NA,60 km,174 km,60 km,150 km,180 km,NA,NA,NA,NA,"One of the ways of solving this question is going through equations. But after a certain stages we will be required to start assuming the values because all the data are not given. <br/>Another way of doing this problem is: Start working by assuming some values. <br/>Let us assume the speed of Mayank =10 km/h. In three hours he has covered 30 km. <br/>Now Sharat starts with a speed of 20 km/h. He will take 3 hours to meet Mayank. <br/>Till that time, the total distance covered by Mayank = 60 km.",NA
An express train travelled at an average speed of 100 km/hr stopping for 3 minutes after every 75 km. How long did it take to reach its destination 600 km from the starting point?,NA,6 hrs 21 min,6 hrs 21 min,6 hrs 24 min,6 hrs 27 min,6 hrs 30 min,NA,NA,NA,NA,Distance=600 km <br/>Speed=100 km/hr <br/>Time =100/600 =6hr <br/>Number of stops in 600 km=(600/75)-1 = 7 <br/>Time of stopping after every 75 km = 3  min <br/>Total time of stopping = 7×3 = 21min <br/>Total time to cover 600 km is 6 hr 21 min.,NA
"Ram and Bharat travel the same distance at the rate of 6 km per hour and 10 km per hourrespectively. If Ram takes 30 minutes longer than Bharat, the distance travelled by each is",NA,7.5 km,6 km,10 km,7.5 km,20 km,NA,NA,NA,NA,"Since, the ratio of speeds is 3:5, the ratio of times would be 5:3. <br/>The difference in the times would be 2 (if looked at in the 5:3 ratio context.) <br/>Further, since Ram takes 30 minutes longer, 2
corresponds to 30. Hence, using unitary method, 5 will correspond to 75 and 3 will correspond to 45 minutes. <br/>Hence at 10 kmph, Bharat would travel 7.5 km.",NA
"Walking at 3/4 of his normal speed, a man takes 2(1/2) hours more than the normal time. Find the normal time.",NA,7.5 h,7.5 h,6 h,8 h,12 h,NA,NA,NA,NA,"When his speed becomes 3/4th, his time would increase by 1/3rd. <br/>Thus, the normal time = 7.5 hrs. <br/>(since increased time = 2.5 hrs).",NA
Sambhu beats Kalu by 30 metres in 10 seconds. How much time was taken by Sambhu tocomplete a race 1200 meters.,NA,6 min 30 s,6 min 30 s,3 min 15 s,12 min 10 s,2 min 5 s,NA,NA,NA,NA,"Kalu’s speed = 3 m/s. <br/>For 1200 m, Kalu would take 400 seconds and Sambhu would take 10 seconds less. Hence, 390 seconds.",NA
"Without stoppage, a train travels a certain distance with an average speed of 60 km/h, and with stoppage, it covers the same distance with an average speed of 40 km/h. On an average, how many minutes per hour does the train stop during the journey?",NA,20 min/h,20 min/h,15 min/h,10 min/h,none of these,NA,NA,NA,NA,"Since the train travels at 60 kmph, it’s speed per minute is 1 km per minute. <br/>Hence, if it’s speed with stoppages is 40 kmph, it will travel 40 minutes per hour.",NA
"Rishikant, during his journey, travels for 20 minutes at a speed of 30 km/h, another 30 minutes at aspeed of 50 km/h, and 1 hour at a speed of 50 km/h and 1 hour at a speed of 60 km/h. What is theaverage velocity?",NA,51.18 km/h,51.18 km/h,63 km/h,39 km/h,48 km/h,NA,NA,NA,NA,The distance covered in the various phases of his travel would be: <br/>10 km + 25 km + 50 km + 60 km. <br/>Thus the total distance covered = 145 km in 2 hours 50 minutes <br/>Æ <br/>145 km in 2.8333 hours Æ 51.18 kmph,NA
"Narayan Murthy walking at a speed of 20 km/h reaches his college 10 minutes late. Next time he increases his speed by 5 km/h, but finds that he is still late by 4 minutes. What is the distance ofhis college from his house?",NA,None of these,20 km,6 km,12 km,None of these,NA,NA,NA,NA,"By increasing his speed by 25%, he will reduce his time by 20%. <br/>(This corresponds to a 6 minute drop in his time for travel—since he goes from being 10 minutes late to only 4 minutes late.) <br/>Hence, his time originally must have been 30 minutes. <br/>Hence, the required distance is 20 kmph × 0.5 hours = 10 km.",NA
"A motor car does a journey in 17.5 hours, covering the first half at 30 km/h and the second half at 40 km/h. Find the distance of the journey.",NA,600 km,684 km,600 km,120 km,540 km,NA,NA,NA,NA,"If the car does half the journey @ 30 kmph and the other half at 40 kmph it’s average speed can be estimated using weighted averages. <br/>Since, the distance traveled in each part of the journey is equal, the ratio of time for which the car would travel would be inverse to the ratio of speeds. <br/>Since, the speed ratio is 3:4, the time ratio for the two halves of the journey would be 4:3. The average speed of the car would be: <br/>(30 × 4 + 40 × 3)/7 = 240/7 kmph. <br/>It is further known that the car traveled for 17.5 hours (which is also equal to 35/2 hours). <br/>Thus, total distance = average speed × total time = (240 × 35)/(2 × 7) = 120 × 5 = 600 km",NA
